,ecli,drug,relevant_countries,volume,volume_type,general_drug_type,general_volume_type,countries_present,verdict_date
3785,ECLI:NL:OGEAA:2019:759,hennep,[],N/A,N/A,softdrugs,undefined,"{'Aruba': ['Aruba', 'Oranjestad']}",2019-08-11
3786,ECLI:NL:OGEAA:2019:760,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Aruba': ['Aruba', 'Oranjestad']}",2019-08-11
3787,ECLI:NL:OGEAA:2019:760,hennep,[],N/A,N/A,softdrugs,undefined,"{'Aruba': ['Aruba', 'Oranjestad']}",2019-08-11
3788,ECLI:NL:RBOVE:2019:2806,cocaïne,['Germany'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Berlijn', 'Duitsland']}",2019-08-08
3789,ECLI:NL:RBAMS:2019:616,drugs,[],N/A,N/A,unspecified,undefined,"{'France': ['Frankrijk', 'Lille', 'France', 'Nîmes'], 'Morocco': ['Marokko']}",2019-01-24
3790,ECLI:NL:RBAMS:2018:3277,drugs,[],N/A,N/A,unspecified,undefined,"{'France': ['Verdun', 'Frankrijk', 'Nîmes']}",2018-05-15
3791,ECLI:NL:RBAMS:2018:2991,drugs,['Poland'],N/A,N/A,unspecified,undefined,"{'Poland': ['Opole', 'Polen'], 'Italy': ['Roma'], 'Romania': ['Căldăraru']}",2018-03-05
3792,ECLI:NL:RBAMS:2017:1569,cocaïne,[],36,ton,harddrugs,tonnes,"{'Belgium': ['Antwerpen', 'België', 'Turnhout', 'Herentals'], 'Austria': ['Oostenrijk']}",2017-09-03
3793,ECLI:NL:RBAMS:2017:1569,drugs,[],36,ton,unspecified,tonnes,"{'Belgium': ['Antwerpen', 'België', 'Turnhout', 'Herentals'], 'Austria': ['Oostenrijk']}",2017-09-03
3794,ECLI:NL:RBOVE:2014:4051,hennep,['Germany'],N/A,N/A,softdrugs,undefined,{'Germany': ['Duitsland']},2014-07-22
3795,ECLI:NL:GHAMS:2014:2487,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Peru': ['Lima', 'Peru'], 'United Kingdom': ['Londen- Amsterdam', 'Amsterdam- Londen', 'Londen']}",2014-06-27
3796,ECLI:NL:RBNHO:2013:7894,cocaïne,"['Brazil', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Italy': ['Milaan'], 'Brazil': ['Brazilië', 'São Paolo']}",2013-08-30
3797,ECLI:NL:RBAMS:2013:5374,drugs,['Lithuania'],N/A,N/A,unspecified,undefined,"{'Lithuania': ['Lithuania', 'Litouwen'], 'Germany': ['Duitsland', 'Nürnberg'], 'United States': ['New York'], 'Switzerland': ['Geneve']}",2013-08-21
3798,ECLI:NL:RBNHO:2013:6093,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Suriname': ['Commewijne', 'Suriname', 'Paramaribo']}",2013-02-07
3799,ECLI:NL:RBARN:2012:BW1094,cocaïne,[],100,gram,harddrugs,gr,"{'United States': ['Kentucky'], 'Australia': ['2072']}",2012-06-04
3800,ECLI:NL:RBLEE:2011:BU5655,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Duitsland', 'Hamburg'], 'China': ['China']}",2011-11-22
3801,ECLI:NL:PHR:2011:BR3049,harddrugs,[],101,kilo,harddrugs,kg,"{'Romania': ['Roemenië'], 'Belgium': ['België'], 'France': ['Frankrijk']}",2011-08-11
3802,ECLI:NL:PHR:2011:BR3049,cocaïne,[],101,kilo,harddrugs,kg,"{'Romania': ['Roemenië'], 'Belgium': ['België'], 'France': ['Frankrijk']}",2011-08-11
3803,ECLI:NL:GHARN:2011:BU2975,opium,['Iran'],N/A,N/A,harddrugs,undefined,{'Iran': ['Iran']},2011-01-11
3804,ECLI:NL:RBAMS:2010:BM6490,drugs,[],N/A,N/A,unspecified,undefined,"{'France': ['Marseille', 'Frankrijk', 'Parijs'], 'Italy': ['Italië'], 'Belgium': ['België']}",2010-05-21
3805,ECLI:NL:RBAMS:2010:BL8973,cocaïne,"['Germany', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03
3806,ECLI:NL:RBAMS:2010:BL8973,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03
3807,ECLI:NL:RBAMS:2010:BL9125,cocaïne,"['Germany', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03
3808,ECLI:NL:RBAMS:2010:BL9125,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03
3809,ECLI:NL:RBAMS:2010:BL9133,cocaïne,"['Germany', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03
3810,ECLI:NL:RBAMS:2010:BL9133,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Hamburg', 'Duitsland']}",2010-04-03
3811,ECLI:NL:PHR:2009:BI0543,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Germany': ['Frankfurt', 'Bondsrepubliek Duitsland', 'Duitsland']}",2009-09-06
3812,ECLI:NL:RBROT:2009:BI2865,heroïne,['United Kingdom'],twintig,kilogram,harddrugs,kg,"{'United Kingdom': ['Groot-Brittannië', 'Londen', 'Manchester'], 'Turkey': ['Turkije'], 'United States': ['Chelmsford']}",2009-04-29
3813,ECLI:NL:RBROT:2009:BI2865,diamorfine,[],197,kilogram,medicine,kg,"{'United Kingdom': ['Groot-Brittannië', 'Londen', 'Manchester'], 'Turkey': ['Turkije'], 'United States': ['Chelmsford']}",2009-04-29
3814,ECLI:NL:RBAMS:2008:BG9037,lsd,"['Spain', 'Netherlands', 'Austria']",N/A,N/A,harddrugs,undefined,"{'Austria': ['Linz Oostenrijk', 'Oostenrijk', 'Linz'], 'Spain': ['Spanje']}",2008-12-30
3815,ECLI:NL:RBAMS:2008:BG9037,cannabis,"['Spain', 'Netherlands', 'Austria']",N/A,N/A,softdrugs,undefined,"{'Austria': ['Linz Oostenrijk', 'Oostenrijk', 'Linz'], 'Spain': ['Spanje']}",2008-12-30
3816,ECLI:NL:RBMAA:2008:BH1170,heroïne,"['Netherlands', 'Belgium', 'France']",53,gram,harddrugs,gr,"{'Belgium': ['België'], 'France': ['Frankrijk']}",2008-08-26
3817,ECLI:NL:RBMAA:2008:BH1170,mdma,"['Netherlands', 'Belgium', 'France']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'France': ['Frankrijk']}",2008-08-26
3818,ECLI:NL:RBMAA:2008:BH1170,amfetamine,"['Netherlands', 'Belgium', 'France']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'France': ['Frankrijk']}",2008-08-26
3819,ECLI:NL:RBDOR:2007:BB9324,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Sint Maarten': ['Sint Maarten', 'Sint-Maarten']}",2007-11-29
3820,ECLI:NL:OGEANA:2007:BG4547,cocaïne,['Curaçao'],N/A,N/A,harddrugs,undefined,"{'Suriname': ['Coronie', 'Paramaribo', 'Suriname'], 'United States': ['US$'], 'Curaçao': ['Curaçao']}",2007-11-07
3821,ECLI:NL:RBALM:2007:BB1490,heroïne,"['Netherlands', 'United Kingdom']",3672,kilogram,harddrugs,kg,"{'United Kingdom': ['Groot-Brittannië', 'Groot Brittannië'], 'Germany': ['Duitsland']}",2007-03-07
3822,ECLI:NL:RBALM:2007:BB1490,diacetylmorfine,"['Netherlands', 'United Kingdom']",40,kilogram,harddrugs,kg,"{'United Kingdom': ['Groot-Brittannië', 'Groot Brittannië'], 'Germany': ['Duitsland']}",2007-03-07
3823,ECLI:NL:RBALM:2007:BB1490,drugs,[],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Groot-Brittannië', 'Groot Brittannië'], 'Germany': ['Duitsland']}",2007-03-07
3824,ECLI:NL:RBALM:2007:BB1490,heroine,['United Kingdom'],40,kg,harddrugs,kg,"{'United Kingdom': ['Groot-Brittannië', 'Groot Brittannië'], 'Germany': ['Duitsland']}",2007-03-07
3825,ECLI:NL:RBALM:2007:BB1490,cocaine,['United Kingdom'],40,kg,harddrugs,kg,"{'United Kingdom': ['Groot-Brittannië', 'Groot Brittannië'], 'Germany': ['Duitsland']}",2007-03-07
3826,ECLI:NL:RBHAA:2007:BA8862,cocaïne,"['Mexico', 'Denmark']",10,kilo,harddrugs,kg,"{'Denmark': ['Denemarken'], 'Mexico': ['Mexico'], 'Indonesia': ['bren-gen']}",2007-06-28
3827,ECLI:NL:RBHAA:2007:BA8862,drugs,['Denmark'],N/A,N/A,unspecified,undefined,"{'Denmark': ['Denemarken'], 'Mexico': ['Mexico'], 'Indonesia': ['bren-gen']}",2007-06-28
3828,ECLI:NL:HR:2007:AZ8413,drugs,['Colombia'],N/A,N/A,unspecified,undefined,"{'Venezuela': ['Venezuela'], 'Colombia': ['Colombia']}",2007-05-06
3829,ECLI:NL:RBHAA:2007:BA1430,cocaïne,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Portugal': ['Lissabon', 'Portugal'], 'Venezuela': ['Caracas', 'Venezuela']}",2007-01-19
3830,ECLI:NL:RBAMS:2007:AZ7048,drugs,[],N/A,N/A,unspecified,undefined,"{'Denmark': ['Kopenhagen', 'Denemarken']}",2007-12-01
3831,ECLI:NL:RBAMS:2007:AZ7048,harddrugs,"['Netherlands', 'Denmark']",N/A,N/A,harddrugs,undefined,"{'Denmark': ['Kopenhagen', 'Denemarken']}",2007-12-01
3832,ECLI:NL:RBALK:2006:AZ7367,cocaïnetransporten,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk'], 'Germany': ['Duitsland']}",2006-12-28
3833,ECLI:NL:RBALK:2006:AZ7367,harddrugs,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk'], 'Germany': ['Duitsland']}",2006-12-28
3834,ECLI:NL:RBALK:2006:AZ7367,mdma,['Germany'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk'], 'Germany': ['Duitsland']}",2006-12-28
3835,ECLI:NL:RBALK:2006:AZ7367,drugs,[],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Verenigd Koninkrijk'], 'Germany': ['Duitsland']}",2006-12-28
3836,ECLI:NL:RBAMS:2006:AZ7503,drugs,[],N/A,N/A,unspecified,undefined,"{'France': ['Perpignan', 'Frankrijk', 'Parijs'], 'Germany': ['Duitsland']}",2006-12-19
3837,ECLI:NL:RBASS:2006:AX9582,hennep,['Germany'],N/A,N/A,softdrugs,undefined,{'Germany': ['Duitsland']},2006-06-27
3838,ECLI:NL:HR:2005:AT2897,cocaïne,[],3060,gram,harddrugs,gr,"{'Curaçao': ['Curaçao', 'Punda', 'Willemstad', 'Curaçao-Amsterdam']}",2005-05-24
3839,ECLI:NL:GHAMS:2004:AR7469,mdma,['Netherlands'],104.000,gram,harddrugs,gr,"{'Germany': ['Eschweiler', 'Duitsland'], 'Australia': ['Australië']}",2004-12-13
3840,ECLI:NL:GHAMS:2004:AR7469,xtc-tabletten,['Netherlands'],104.000,gram,harddrugs,gr,"{'Germany': ['Eschweiler', 'Duitsland'], 'Australia': ['Australië']}",2004-12-13
3841,ECLI:NL:GHAMS:2004:AR7469,harddrugs,['Australia'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Eschweiler', 'Duitsland'], 'Australia': ['Australië']}",2004-12-13
3842,ECLI:NL:GHAMS:2004:AR7469,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Eschweiler', 'Duitsland'], 'Australia': ['Australië']}",2004-12-13
3843,ECLI:NL:GHAMS:2004:AR7469,tabletten,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Eschweiler', 'Duitsland'], 'Australia': ['Australië']}",2004-12-13
3844,ECLI:NL:RBSGR:2004:AQ4449,pillen,['Venezuela'],3000,pillen,unspecified,pills,"{'Venezuela': ['Venezuela'], 'United States': ['Joele']}",2004-07-21
3845,ECLI:NL:RBSGR:2004:AQ4446,pillen,[],N/A,N/A,unspecified,undefined,{'United States': ['Amerika']},2004-07-21
3846,ECLI:NL:GHSGR:2004:AO9367,heroïne,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland']}",2004-04-05
3847,ECLI:NL:GHSGR:2004:AO9415,heroïne,[],N/A,N/A,harddrugs,undefined,{'United Kingdom': ['Verenigd Koninkrijk']},2004-04-27
3848,ECLI:NL:RBZUT:2004:AO5439,cocaine,[],N/A,N/A,harddrugs,undefined,{'South Africa': ['Ermelo']},2004-11-02
3849,ECLI:NL:PHR:2003:AH8597,heroïne,['France'],N/A,N/A,harddrugs,undefined,"{'France': ['Meaux', 'Frankrijk', 'Republiek Frankrijk'], 'Morocco': ['Marokko']}",2003-09-09
3850,ECLI:NL:GHSHE:2003:AO7731,xtc-pillen,['Netherlands'],1000,gram,harddrugs,gr,"{'Belgium': ['België'], 'France': ['Frankrijk'], 'Austria': ['Oostenrijk']}",2003-05-15
3851,ECLI:NL:GHSHE:2003:AO7731,mdma,['Netherlands'],1000,gram,harddrugs,gr,"{'Belgium': ['België'], 'France': ['Frankrijk'], 'Austria': ['Oostenrijk']}",2003-05-15
3852,ECLI:NL:GHSHE:2003:AO7731,cocaïne,['Netherlands'],1000,gram,harddrugs,gr,"{'Belgium': ['België'], 'France': ['Frankrijk'], 'Austria': ['Oostenrijk']}",2003-05-15
3853,ECLI:NL:GHSHE:2003:AO7731,hennep,['Netherlands'],600,gram,softdrugs,gr,"{'Belgium': ['België'], 'France': ['Frankrijk'], 'Austria': ['Oostenrijk']}",2003-05-15
3854,ECLI:NL:GHSHE:2003:AO7731,hashish,['Netherlands'],600,gram,softdrugs,gr,"{'Belgium': ['België'], 'France': ['Frankrijk'], 'Austria': ['Oostenrijk']}",2003-05-15
3855,ECLI:NL:GHAMS:2002:AE7961,cocaïne,['Curaçao'],N/A,N/A,harddrugs,undefined,"{'Suriname': ['Marowijne', 'Suriname'], 'Curaçao': ['Curaçao']}",2002-08-15
3856,ECLI:NL:RBALM:2000:AA5270,hashish,"['Morocco', 'Netherlands']",N/A,N/A,softdrugs,undefined,"{'Morocco': ['Marokko'], 'Spain': ['Spanje']}",2000-03-21
3857,ECLI:NL:PHR:1998:AV1127,drugs,[],N/A,N/A,unspecified,undefined,"{'Switzerland': ['Trimbach'], 'Peru': ['Peru', 'Lima'], 'Spain': ['Madrid']}",1998-03-11
3858,ECLI:NL:PHR:1998:AV1127,cocaïne,['Peru'],N/A,N/A,harddrugs,undefined,"{'Switzerland': ['Trimbach'], 'Peru': ['Peru', 'Lima'], 'Spain': ['Madrid']}",1998-03-11
3859,ECLI:NL:RBROT:2021:11681,drugs,[],N/A,N/A,unspecified,undefined,{'Belgium': ['België']},2021-11-29
3860,ECLI:NL:RBZWB:2021:5156,cocaïne,"['Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Norway': ['Egersund']}",2021-10-14
3861,ECLI:NL:RBZWB:2021:5156,harddrugs,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Norway': ['Egersund']}",2021-10-14
3862,ECLI:NL:GHAMS:2021:2818,cocaïne,['Belgium'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Antwerpen', 'België'], 'Norway': ['Bergen'], 'Costa Rica': ['Costa Rica']}",2021-09-29
3863,ECLI:NL:PHR:2021:407,cocaïne,['Netherlands'],1,kilogram,harddrugs,kg,"{'Curaçao': ['Curaçao', 'Curaçao-Amsterdam']}",2021-04-20
3864,ECLI:NL:GHAMS:2021:327,heroïne,['Madagascar'],N/A,N/A,harddrugs,undefined,"{'Burundi': ['Burundi'], 'Madagascar': ['Madagaskar'], 'United States': ['Fairfield'], 'United Kingdom': ['Engeland'], 'France': ['Frankrijk']}",2021-11-02
3865,ECLI:NL:GHARL:2019:3672,harddrugs,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Verenigd Koninkrijk', 'Engeland'], 'France': ['Frankrijk'], 'Belgium': ['België']}",2019-04-24
3866,ECLI:NL:RBROT:2019:3662,cocaïne,"['Belgium', 'Netherlands', 'Colombia', 'United Kingdom', 'Panama', 'Italy']",N/A,N/A,harddrugs,undefined,"{'Curaçao': ['Curaçao'], 'Colombia': ['Colombia'], 'United Kingdom': ['Engeland'], 'Belgium': ['Antwerpen', 'België'], 'Panama': ['Panama'], 'United States': ['Portsmouth'], 'Italy': ['Italië']}",2019-04-15
3867,ECLI:NL:RBAMS:2018:7444,cocaïne,[],39,kilo,harddrugs,kg,"{'Colombia': ['Colombia'], 'Belgium': ['Antwerpen']}",2018-10-17
3868,ECLI:NL:RBNNE:2017:4664,hennep,"['Netherlands', 'Germany']",N/A,N/A,softdrugs,undefined,"{'Germany': ['Duitsland', 'Kassel']}",2017-11-30
3869,ECLI:NL:RBROT:2017:1853,cocaïne,[],300,kilogram,harddrugs,kg,"{'Belgium': ['België'], 'Colombia': ['Barranquilla', 'Colombia']}",2017-10-03
3870,ECLI:NL:PHR:2014:2795,drugs,[],N/A,N/A,unspecified,undefined,{'Germany': ['Keulen']},2014-11-25
3871,ECLI:NL:RBUTR:2011:BQ9055,hashish,['Germany'],N/A,N/A,softdrugs,undefined,"{'Germany': ['Dresden', 'Duitsland'], 'Australia': ['3831']}",2011-06-21
3872,ECLI:NL:PHR:2006:AV8326,cocaïne,"['Belgium', 'Netherlands']",304,kilogram,harddrugs,kg,"{'Kenya': ['Republiek Kenia', 'Kenia', 'Malindi', 'Nairobi'], 'United Kingdom': ['Londen', 'Verenigd Koninkrijk van Groot-Brittannië', 'Verenigd Koninkrijk', 'Verenigd Koninkrijk NJ'], 'Ireland': ['Ierland'], 'Suriname': ['Suriname'], 'United States': ['Verenigde Staten', 'U.S.'], 'Peru': ['Casuarinas'], 'Belgium': ['België']}",2006-04-04
3873,ECLI:NL:RBOVE:2022:719,speed,['Sweden'],N/A,N/A,harddrugs,undefined,"{'Sweden': ['Zweden'], 'France': ['Frankrijk', 'Roubaix']}",2022-03-15
3874,ECLI:NL:RBOVE:2022:719,drugs,['Netherlands'],N/A,N/A,unspecified,undefined,"{'Sweden': ['Zweden'], 'France': ['Frankrijk', 'Roubaix']}",2022-03-15
3875,ECLI:NL:PHR:2022:172,cocaïne,"['Belgium', 'Colombia']",1.808,kilo,harddrugs,kg,"{'South Africa': ['Stratum'], 'Colombia': ['Colombia'], 'Belgium': ['België', 'Antwerpen']}",2022-02-22
3876,ECLI:NL:RBNNE:2020:4356,amfetamine,"['Netherlands', 'Denmark']",N/A,N/A,harddrugs,undefined,"{'Germany': ['Soest'], 'Denmark': ['Denemarken'], 'Spain': ['Spanje']}",2020-09-12
3877,ECLI:NL:RBNNE:2020:4356,drugs,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Soest'], 'Denmark': ['Denemarken'], 'Spain': ['Spanje']}",2020-09-12
3878,ECLI:NL:RBNNE:2020:4356,harddrugs,[],twee,pakketten,harddrugs,units,"{'Germany': ['Soest'], 'Denmark': ['Denemarken'], 'Spain': ['Spanje']}",2020-09-12
3879,ECLI:NL:RBAMS:2014:6152,hennep,['Pakistan'],N/A,N/A,softdrugs,undefined,"{'Pakistan': ['Pakistan', 'Lahore', 'Pakistaans'], 'United Kingdom': ['Manchester', 'NN2', 'Groot-Brittannië', 'London', 'Engeland'], 'United Arab Emirates': ['Dubai'], 'Afghanistan': ['Mazar']}",2014-06-19
3880,ECLI:NL:RBAMS:2014:6152,hasjiesj,['Pakistan'],682,g,softdrugs,gr,"{'Pakistan': ['Pakistan', 'Lahore', 'Pakistaans'], 'United Kingdom': ['Manchester', 'NN2', 'Groot-Brittannië', 'London', 'Engeland'], 'United Arab Emirates': ['Dubai'], 'Afghanistan': ['Mazar']}",2014-06-19
3881,ECLI:NL:RBOVE:2013:BZ9338,pillen,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Duitsland'], 'Turkey': ['Turkije'], 'Belgium': ['N629']}",2013-04-26
3882,ECLI:NL:RBHAA:2012:BX4050,cocaïne,"['Netherlands', 'Belgium', 'Poland']",1000,kg,harddrugs,kg,"{'Colombia': ['Colombia'], 'Poland': ['Polen', 'Warschau'], 'Germany': ['Duitsland', 'Kiel'], 'United States': ['Verenigde Staten', 'Verenigde Staten van Amerika', 'Vista'], 'Belgium': ['Belgium'], 'United Kingdom': ['Verenigd Koninkrijk']}",2012-02-08
3883,ECLI:NL:RBHAA:2012:BX4050,drugs,[],1000,kg,unspecified,kg,"{'Colombia': ['Colombia'], 'Poland': ['Polen', 'Warschau'], 'Germany': ['Duitsland', 'Kiel'], 'United States': ['Verenigde Staten', 'Verenigde Staten van Amerika', 'Vista'], 'Belgium': ['Belgium'], 'United Kingdom': ['Verenigd Koninkrijk']}",2012-02-08
3884,ECLI:NL:GHARN:2009:BJ5419,mdma,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3885,ECLI:NL:GHARN:2009:BJ5419,mdma-pillen,['United Kingdom'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3886,ECLI:NL:GHARN:2009:BJ5419,xtc-pillen,[],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3887,ECLI:NL:GHARN:2009:BJ5419,marihuana,['Germany'],N/A,N/A,softdrugs,undefined,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3888,ECLI:NL:GHARN:2009:BJ5419,drugs,['Germany'],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3889,ECLI:NL:GHARN:2009:BJ5419,hennep,['Germany'],27,kilogram,softdrugs,kg,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3890,ECLI:NL:GHARN:2009:BJ5419,hashish,['Germany'],27,kilogram,softdrugs,kg,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3891,ECLI:NL:GHARN:2009:BJ5419,pillen,[],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Engeland', 'Londen'], 'Germany': ['Duitsland', 'Stuttgart'], 'Czechia': ['Tsjechische']}",2009-07-27
3892,ECLI:NL:GHSHE:2003:AP0289,cocaïne,['Netherlands'],45,kilo,harddrugs,kg,"{'Belgium': ['Gent', 'België'], 'Lithuania': ['Litouwen'], 'United States': ['Gassa']}",2003-10-31
3893,ECLI:NL:GHSHE:2003:AP0289,bmk,['Lithuania'],N/A,N/A,precursor,undefined,"{'Belgium': ['Gent', 'België'], 'Lithuania': ['Litouwen'], 'United States': ['Gassa']}",2003-10-31
3894,ECLI:NL:RBOVE:2022:720,speed,"['Sweden', 'United Kingdom']",10,blokken,harddrugs,units,"{'Sweden': ['Zweden'], 'United Kingdom': ['Engeland'], 'France': ['Frankrijk', 'Roubaix']}",2022-03-15
3895,ECLI:NL:RBOVE:2022:720,drugs,['Netherlands'],N/A,N/A,unspecified,undefined,"{'Sweden': ['Zweden'], 'United Kingdom': ['Engeland'], 'France': ['Frankrijk', 'Roubaix']}",2022-03-15
3896,ECLI:NL:RBOVE:2022:720,cocaïne,['United Kingdom'],10,blokken,harddrugs,units,"{'Sweden': ['Zweden'], 'United Kingdom': ['Engeland'], 'France': ['Frankrijk', 'Roubaix']}",2022-03-15
3897,ECLI:NL:RBOVE:2022:720,amfetamine,[],N/A,N/A,harddrugs,undefined,"{'Sweden': ['Zweden'], 'United Kingdom': ['Engeland'], 'France': ['Frankrijk', 'Roubaix']}",2022-03-15
3898,ECLI:NL:GHDHA:2022:346,mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Emmerich', 'Duitsland', 'Duisburg'], 'Denmark': ['Denemarken'], 'Thailand': ['Thailand'], 'United States': ['Verenigde Staten']}",2022-01-02
3899,ECLI:NL:GHDHA:2022:346,xtc-tabletten,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Emmerich', 'Duitsland', 'Duisburg'], 'Denmark': ['Denemarken'], 'Thailand': ['Thailand'], 'United States': ['Verenigde Staten']}",2022-01-02
3900,ECLI:NL:GHDHA:2022:346,harddrugs,['Germany'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Emmerich', 'Duitsland', 'Duisburg'], 'Denmark': ['Denemarken'], 'Thailand': ['Thailand'], 'United States': ['Verenigde Staten']}",2022-01-02
3901,ECLI:NL:GHDHA:2022:346,pillen,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Emmerich', 'Duitsland', 'Duisburg'], 'Denmark': ['Denemarken'], 'Thailand': ['Thailand'], 'United States': ['Verenigde Staten']}",2022-01-02
3902,ECLI:NL:RBOVE:2021:1902,heroïne,"['Italy', 'Germany']",658,kilo,harddrugs,kg,"{'Germany': ['Frankfurt', 'Duitsland', 'Bremen', 'Berlijn/Brandenburg'], 'Italy': ['Italië', 'Genua', 'Ligurië'], 'Kyrgyzstan': ['Kirgizië'], 'Russia': ['Moskou'], 'Belgium': ['België'], 'Czechia': ['Tsjechië', 'Hermanicky', 'Republiek Tsjechië'], 'Iran': ['Iran'], 'Vietnam': ['TAO47']}",2021-11-05
3903,ECLI:NL:GHAMS:2016:679,cocaïne,"['Netherlands', 'Belgium']",7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'Berchem'], 'Germany': ['Kapellen'], 'Spain': ['Bilbao', 'Madrid', 'Gran Canaria']}",2016-02-26
3904,ECLI:NL:GHAMS:2016:679,mdma,"['Netherlands', 'Belgium']",7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'Berchem'], 'Germany': ['Kapellen'], 'Spain': ['Bilbao', 'Madrid', 'Gran Canaria']}",2016-02-26
3905,ECLI:NL:GHAMS:2016:679,xtc,"['Netherlands', 'Belgium']",7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'Berchem'], 'Germany': ['Kapellen'], 'Spain': ['Bilbao', 'Madrid', 'Gran Canaria']}",2016-02-26
3906,ECLI:NL:GHAMS:2016:679,amfetamine,['Netherlands'],7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'Berchem'], 'Germany': ['Kapellen'], 'Spain': ['Bilbao', 'Madrid', 'Gran Canaria']}",2016-02-26
3907,ECLI:NL:GHAMS:2016:679,mdma/xtc,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'Berchem'], 'Germany': ['Kapellen'], 'Spain': ['Bilbao', 'Madrid', 'Gran Canaria']}",2016-02-26
3908,ECLI:NL:GHAMS:2016:681,cocaïne,"['Netherlands', 'Belgium']",7251,gram,harddrugs,gr,"{'Belgium': ['Kalmthout', 'België', 'Antwerpen', 'Berchem'], 'Germany': ['Kapellen'], 'Spain': ['Bilbao', 'Madrid', 'Gran Canaria'], 'France': ['Frankrijk']}",2016-02-26
